Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
04/08/2022 19:33:43,"459","24,3","48","977"
04/08/2022 19:38:43,"451","24,3","48","977"
04/08/2022 19:43:43,"465","24,3","48","977"
04/08/2022 19:48:43,"441","24,3","48","977"
04/08/2022 19:53:43,"459","24,3","48","977"
04/08/2022 19:58:43,"451","24,3","48","977"
04/08/2022 20:03:43,"453","24,3","48","977"
04/08/2022 20:08:43,"457","24,4","48","978"
04/08/2022 20:13:43,"458","24,4","48","978"
04/08/2022 20:18:43,"453","24,4","48","978"
04/08/2022 20:23:43,"453","24,4","49","978"
04/08/2022 20:28:43,"451","24,4","49","978"
04/08/2022 20:33:43,"473","24,5","49","978"
04/08/2022 20:38:43,"452","24,5","49","978"
04/08/2022 20:43:43,"461","24,5","49","978"
04/08/2022 20:48:43,"456","24,5","49","978"
04/08/2022 20:53:43,"435","24,5","49","978"
04/08/2022 20:58:43,"449","24,5","48","978"
04/08/2022 21:03:43,"468","24,5","48","978"
04/08/2022 21:08:43,"461","24,5","48","978"
04/08/2022 21:13:43,"445","24,5","48","978"
04/08/2022 21:18:43,"457","24,5","48","978"
04/08/2022 21:23:43,"455","24,5","48","978"
04/08/2022 21:28:43,"457","24,5","49","978"
04/08/2022 21:33:43,"443","24,6","49","979"
04/08/2022 21:38:43,"462","24,7","49","979"
04/08/2022 21:43:43,"460","24,7","49","979"
04/08/2022 21:48:43,"461","24,7","49","979"
04/08/2022 21:53:43,"462","24,8","49","979"
04/08/2022 21:58:43,"456","24,8","49","979"
04/08/2022 22:03:43,"467","24,8","49","979"
04/08/2022 22:08:43,"453","24,8","50","979"
04/08/2022 22:13:43,"460","24,8","50","979"
04/08/2022 22:18:43,"471","24,9","50","979"
04/08/2022 22:23:43,"467","24,9","51","979"
04/08/2022 22:28:43,"458","24,9","51","979"
04/08/2022 22:33:43,"458","24,9","51","979"
04/08/2022 22:38:43,"456","24,9","51","979"
04/08/2022 22:43:43,"454","24,8","52","979"
04/08/2022 22:48:43,"462","24,9","52","979"
04/08/2022 22:53:43,"460","24,8","52","980"
04/08/2022 22:58:43,"447","24,8","52","980"
04/08/2022 23:03:43,"463","24,9","53","980"
04/08/2022 23:08:43,"462","24,9","52","981"
04/08/2022 23:13:43,"476","24,9","52","982"
04/08/2022 23:18:43,"465","24,8","52","982"
04/08/2022 23:23:43,"469","24,8","52","981"
04/08/2022 23:28:43,"463","24,7","53","980"
04/08/2022 23:33:43,"472","24,6","53","980"
04/08/2022 23:38:43,"458","24,5","54","980"
04/08/2022 23:43:43,"460","24,5","54","980"
04/08/2022 23:48:43,"462","24,4","54","979"
04/08/2022 23:53:43,"467","24,4","55","980"
04/08/2022 23:58:43,"461","24,3","55","980"
05/08/2022 0:03:43,"453","24,2","55","979"
05/08/2022 0:08:43,"464","24,2","55","979"
05/08/2022 0:13:43,"473","24,2","56","979"
05/08/2022 0:18:43,"463","24,1","56","979"
05/08/2022 0:23:43,"453","24,1","56","979"
05/08/2022 0:28:43,"457","24,0","56","979"
05/08/2022 0:33:43,"457","24,0","56","979"
05/08/2022 0:38:43,"465","24,0","56","979"
05/08/2022 0:43:43,"458","23,9","56","979"
05/08/2022 0:48:43,"464","23,9","56","979"
05/08/2022 0:53:43,"459","23,9","56","979"
05/08/2022 0:58:43,"459","23,9","56","979"
05/08/2022 1:03:43,"460","23,8","56","979"
05/08/2022 1:08:43,"474","23,8","56","979"
05/08/2022 1:13:43,"473","23,7","56","979"
05/08/2022 1:18:43,"472","23,7","57","979"
05/08/2022 1:23:43,"462","23,7","57","979"
05/08/2022 1:28:43,"468","23,7","57","979"
05/08/2022 1:33:43,"474","23,7","57","979"
05/08/2022 1:38:43,"457","23,7","57","979"
05/08/2022 1:43:43,"482","23,7","57","979"
05/08/2022 1:48:43,"470","23,7","58","978"
05/08/2022 1:53:43,"463","23,7","58","978"
05/08/2022 1:58:43,"476","23,7","58","978"
05/08/2022 2:03:43,"469","23,7","58","978"
05/08/2022 2:08:43,"476","23,7","59","978"
05/08/2022 2:13:43,"461","23,7","59","978"
05/08/2022 2:18:43,"473","23,8","59","978"
05/08/2022 2:23:43,"464","23,8","59","978"
05/08/2022 2:28:43,"472","23,8","59","978"
05/08/2022 2:33:43,"471","23,8","59","978"
05/08/2022 2:38:43,"483","23,8","60","978"
05/08/2022 2:43:43,"483","23,8","60","978"
05/08/2022 2:48:43,"482","23,8","60","978"
05/08/2022 2:53:43,"471","23,8","60","979"
05/08/2022 2:58:43,"475","23,8","60","979"
05/08/2022 3:03:43,"471","23,8","60","979"
05/08/2022 3:08:43,"480","23,8","60","980"
05/08/2022 3:13:43,"483","23,8","59","980"
05/08/2022 3:18:43,"477","23,8","59","980"
05/08/2022 3:23:43,"475","23,8","60","980"
05/08/2022 3:28:43,"477","23,9","59","980"
05/08/2022 3:33:43,"464","23,9","59","980"
05/08/2022 3:38:43,"465","23,9","59","980"
05/08/2022 3:43:43,"473","23,9","59","980"
05/08/2022 3:48:43,"463","23,9","59","981"
05/08/2022 3:53:43,"478","23,9","60","980"
05/08/2022 3:58:43,"480","23,9","60","981"
05/08/2022 4:03:43,"467","23,9","60","981"
05/08/2022 4:08:43,"466","23,9","60","981"
05/08/2022 4:13:43,"476","23,9","60","981"
05/08/2022 4:18:43,"473","23,9","60","982"
05/08/2022 4:23:43,"475","23,9","60","981"
05/08/2022 4:28:43,"480","23,9","60","982"
05/08/2022 4:33:43,"464","23,9","60","982"
05/08/2022 4:38:43,"462","23,9","60","981"
05/08/2022 4:43:43,"472","23,9","59","981"
05/08/2022 4:48:43,"478","23,9","59","981"
05/08/2022 4:53:43,"471","23,9","59","981"
05/08/2022 4:58:43,"478","23,9","59","981"
05/08/2022 5:03:43,"482","23,9","59","981"
05/08/2022 5:08:43,"473","23,9","59","980"
05/08/2022 5:13:43,"475","23,9","58","980"
05/08/2022 5:18:43,"479","23,9","58","980"
05/08/2022 5:23:43,"470","23,9","57","979"
05/08/2022 5:28:43,"469","23,9","57","979"
05/08/2022 5:33:43,"462","23,8","57","979"
05/08/2022 5:38:43,"461","23,8","57","979"
05/08/2022 5:43:43,"465","23,8","57","980"
05/08/2022 5:48:43,"468","23,8","56","980"
05/08/2022 5:53:43,"463","23,8","56","980"
05/08/2022 5:58:43,"458","23,8","56","980"
05/08/2022 6:03:43,"456","23,8","56","980"
05/08/2022 6:08:43,"457","23,8","56","980"
05/08/2022 6:13:43,"462","23,8","56","979"
05/08/2022 6:18:43,"467","23,8","56","980"
05/08/2022 6:23:43,"455","23,8","56","980"
05/08/2022 6:28:43,"465","23,8","56","980"
05/08/2022 6:33:43,"463","23,8","56","979"
05/08/2022 6:38:43,"464","23,8","55","979"
05/08/2022 6:43:43,"445","23,8","55","979"
05/08/2022 6:48:43,"464","23,8","55","979"
05/08/2022 6:53:43,"460","23,8","55","979"
05/08/2022 6:58:43,"463","23,8","55","980"
05/08/2022 7:03:43,"465","23,8","55","980"
05/08/2022 7:08:43,"474","23,8","55","980"
05/08/2022 7:13:43,"452","23,9","55","980"
05/08/2022 7:18:43,"458","23,9","54","980"
05/08/2022 7:23:43,"454","23,9","54","980"
05/08/2022 7:28:43,"468","23,9","54","980"
05/08/2022 7:33:43,"494","23,9","54","980"
05/08/2022 7:38:43,"491","24,0","54","980"
05/08/2022 7:43:43,"480","24,0","54","980"
05/08/2022 7:48:43,"480","24,1","54","980"
05/08/2022 7:53:43,"478","24,2","54","980"
05/08/2022 7:58:43,"484","24,2","54","980"
05/08/2022 8:03:43,"485","24,3","54","980"
05/08/2022 8:08:43,"514","24,3","54","980"
05/08/2022 8:13:43,"504","24,3","54","981"
05/08/2022 8:18:43,"497","24,3","54","981"
05/08/2022 8:23:43,"507","24,2","55","980"
05/08/2022 8:28:43,"512","24,2","55","981"
05/08/2022 8:33:43,"580","24,3","54","981"
05/08/2022 8:38:43,"528","24,4","54","981"
05/08/2022 8:43:43,"547","24,6","54","980"
05/08/2022 8:48:43,"554","24,7","53","980"
05/08/2022 8:53:43,"557","24,9","53","981"
05/08/2022 8:58:43,"554","24,9","52","981"
05/08/2022 9:03:43,"557","25,0","52","981"
05/08/2022 9:08:43,"540","25,1","52","981"
05/08/2022 9:13:43,"553","25,2","52","981"
05/08/2022 9:18:43,"576","25,3","52","981"
05/08/2022 9:23:43,"586","25,3","52","981"
05/08/2022 9:28:43,"587","25,3","52","981"
05/08/2022 9:33:43,"565","25,3","52","981"
05/08/2022 9:38:43,"580","25,4","52","981"
05/08/2022 9:43:43,"568","25,4","52","981"
05/08/2022 9:48:43,"549","25,5","52","981"
05/08/2022 9:53:43,"590","25,5","52","981"
05/08/2022 9:58:43,"576","25,5","52","981"
05/08/2022 10:03:43,"626","25,5","52","981"
05/08/2022 10:08:43,"616","25,5","52","981"
05/08/2022 10:13:43,"622","25,5","52","981"
05/08/2022 10:18:43,"606","25,5","53","981"
05/08/2022 10:23:43,"600","25,4","53","981"
05/08/2022 10:28:43,"580","25,3","53","981"
05/08/2022 10:33:43,"588","25,2","54","982"
05/08/2022 10:38:43,"583","25,2","54","982"
05/08/2022 10:43:43,"595","25,1","54","982"
05/08/2022 10:48:43,"592","25,1","54","982"
05/08/2022 10:53:43,"567","25,0","55","982"
05/08/2022 10:58:43,"571","24,9","55","982"
05/08/2022 11:03:43,"599","24,9","55","982"
05/08/2022 11:08:43,"567","24,9","55","982"
05/08/2022 11:13:43,"597","24,9","55","981"
05/08/2022 11:18:43,"631","25,0","55","982"
05/08/2022 11:23:43,"579","25,0","55","982"
05/08/2022 11:28:43,"590","25,0","55","982"
05/08/2022 11:33:43,"587","24,9","55","982"
05/08/2022 11:38:43,"556","24,8","55","982"
05/08/2022 11:43:43,"570","24,7","56","982"
05/08/2022 11:48:43,"558","24,7","56","982"
05/08/2022 11:53:43,"548","24,6","56","982"
05/08/2022 11:58:43,"548","24,5","56","982"
05/08/2022 12:03:43,"521","24,5","56","982"
05/08/2022 12:08:43,"531","24,4","56","982"
05/08/2022 12:13:43,"517","24,4","57","982"
05/08/2022 12:18:43,"509","24,4","57","982"
05/08/2022 12:23:43,"511","24,4","57","982"
05/08/2022 12:28:43,"514","24,3","57","982"
05/08/2022 12:33:43,"682","24,4","58","982"
05/08/2022 12:38:43,"686","25,0","58","982"
05/08/2022 12:43:43,"633","25,1","58","982"
05/08/2022 12:48:43,"648","25,1","58","982"
05/08/2022 12:53:43,"664","25,2","58","982"
05/08/2022 12:58:43,"657","25,2","57","982"
05/08/2022 13:03:43,"668","25,2","58","982"
05/08/2022 13:08:43,"689","25,2","58","982"
05/08/2022 13:13:43,"713","25,1","58","982"
05/08/2022 13:18:43,"698","25,1","58","982"
05/08/2022 13:23:43,"696","25,0","58","982"
05/08/2022 13:28:43,"719","25,0","58","982"
05/08/2022 13:33:43,"722","25,0","58","982"
05/08/2022 13:38:43,"734","25,0","58","983"
05/08/2022 13:43:43,"701","25,1","58","982"
05/08/2022 13:48:43,"697","25,1","58","983"
05/08/2022 13:53:43,"728","25,1","58","983"
05/08/2022 13:58:43,"714","25,2","58","983"
05/08/2022 14:03:43,"737","25,2","58","982"
05/08/2022 14:08:43,"720","25,3","57","982"
05/08/2022 14:13:43,"735","25,3","57","983"
05/08/2022 14:18:43,"713","25,0","57","982"
05/08/2022 14:23:43,"694","24,9","57","983"
05/08/2022 14:28:43,"677","24,9","57","983"
05/08/2022 14:33:43,"641","24,9","57","983"
05/08/2022 14:38:43,"636","24,9","57","983"
05/08/2022 14:43:43,"635","24,9","57","983"
05/08/2022 14:48:43,"607","24,9","56","983"
05/08/2022 14:53:43,"602","24,9","56","983"
05/08/2022 14:58:43,"594","24,9","55","983"
05/08/2022 15:03:43,"578","24,9","55","983"
05/08/2022 15:08:43,"587","24,9","55","983"
05/08/2022 15:13:43,"593","24,9","55","983"
05/08/2022 15:18:43,"589","24,9","54","983"
05/08/2022 15:23:43,"647","24,9","54","983"
05/08/2022 15:28:43,"663","25,0","54","983"
05/08/2022 15:33:43,"643","25,0","54","983"
05/08/2022 15:38:43,"640","25,0","53","983"
05/08/2022 15:43:43,"585","25,1","53","983"
05/08/2022 15:48:43,"540","25,1","52","983"
05/08/2022 15:53:43,"536","25,1","52","983"
05/08/2022 15:58:43,"507","25,1","51","983"
05/08/2022 16:03:43,"523","25,0","51","983"
05/08/2022 16:08:43,"497","24,9","50","983"
05/08/2022 16:13:43,"547","24,9","51","983"
05/08/2022 16:18:43,"519","24,8","50","983"
05/08/2022 16:23:43,"584","24,8","50","983"
05/08/2022 16:28:43,"504","24,7","50","983"
05/08/2022 16:33:43,"507","24,6","50","983"
05/08/2022 16:38:43,"918","24,7","51","983"
05/08/2022 16:43:43,"943","24,9","50","985"
05/08/2022 16:48:43,"888","24,9","50","986"
05/08/2022 16:53:43,"848","25,0","50","987"
05/08/2022 16:58:43,"800","25,0","50","986"
05/08/2022 17:03:43,"759","25,1","50","986"
05/08/2022 17:08:43,"734","25,4","50","986"
05/08/2022 17:13:43,"704","25,4","50","986"
05/08/2022 17:18:43,"688","25,4","49","986"
05/08/2022 17:23:43,"661","25,4","49","986"
05/08/2022 17:28:43,"646","25,4","49","986"
05/08/2022 17:33:43,"618","25,3","49","986"
05/08/2022 17:38:43,"600","25,3","49","986"
05/08/2022 17:43:43,"599","25,2","49","986"
05/08/2022 17:48:43,"588","25,2","49","986"
05/08/2022 17:53:43,"577","25,1","49","986"
05/08/2022 17:58:43,"554","25,1","49","986"
05/08/2022 18:03:43,"562","25,0","49","986"
05/08/2022 18:08:43,"542","25,0","49","986"
05/08/2022 18:13:43,"536","25,0","49","986"
05/08/2022 18:18:43,"544","24,9","48","986"
05/08/2022 18:23:43,"519","24,9","48","986"
05/08/2022 18:28:43,"533","24,9","48","986"
05/08/2022 18:33:43,"533","24,9","48","986"
05/08/2022 18:38:43,"526","24,8","48","986"
05/08/2022 18:43:43,"518","24,8","48","986"
05/08/2022 18:48:43,"514","24,8","48","986"
05/08/2022 18:53:43,"518","24,8","48","987"
05/08/2022 18:58:43,"520","24,8","48","987"
05/08/2022 19:03:43,"502","24,8","48","987"
05/08/2022 19:08:43,"523","24,7","48","987"
05/08/2022 19:13:43,"513","24,7","48","987"
05/08/2022 19:18:43,"498","24,7","48","987"
05/08/2022 19:23:43,"504","24,7","48","987"
05/08/2022 19:28:43,"511","24,7","48","987"
05/08/2022 19:33:43,"511","24,7","48","987"
05/08/2022 19:38:43,"521","24,7","48","987"
05/08/2022 19:43:43,"495","24,7","48","987"
05/08/2022 19:48:43,"509","24,8","49","987"
05/08/2022 19:53:43,"492","24,9","49","987"
05/08/2022 19:58:43,"503","24,9","49","987"
05/08/2022 20:03:43,"505","25,0","49","987"
05/08/2022 20:08:43,"498","25,0","49","987"
05/08/2022 20:13:43,"494","25,0","49","987"
05/08/2022 20:18:43,"487","25,0","49","987"
05/08/2022 20:23:43,"502","25,1","49","987"
05/08/2022 20:28:43,"506","25,1","49","988"
05/08/2022 20:33:43,"490","25,1","49","988"
05/08/2022 20:38:43,"482","25,1","48","988"
05/08/2022 20:43:43,"494","25,0","48","988"
05/08/2022 20:48:43,"492","25,0","48","988"
05/08/2022 20:53:43,"506","25,1","48","988"
05/08/2022 20:58:43,"484","25,0","48","988"
05/08/2022 21:03:43,"483","25,0","48","988"
05/08/2022 21:08:43,"473","25,0","48","988"
05/08/2022 21:13:43,"482","25,0","48","988"
05/08/2022 21:18:43,"469","25,0","48","988"
05/08/2022 21:23:43,"478","25,0","48","988"
05/08/2022 21:28:43,"484","25,0","48","989"
05/08/2022 21:33:43,"479","25,0","48","989"
05/08/2022 21:38:43,"482","25,0","48","989"
05/08/2022 21:43:43,"498","25,0","48","989"
05/08/2022 21:48:43,"493","25,0","48","989"
05/08/2022 21:53:43,"483","25,0","48","989"
05/08/2022 21:58:43,"489","25,0","48","989"
05/08/2022 22:03:43,"504","25,0","48","989"
05/08/2022 22:08:43,"500","25,0","48","989"
05/08/2022 22:13:43,"503","25,0","48","989"
05/08/2022 22:18:43,"509","25,0","48","989"
05/08/2022 22:23:43,"499","25,0","48","989"
05/08/2022 22:28:43,"501","25,0","48","990"
05/08/2022 22:33:43,"496","24,9","48","990"
05/08/2022 22:38:43,"495","24,9","48","990"
05/08/2022 22:43:43,"498","24,8","48","990"
05/08/2022 22:48:43,"483","24,8","48","990"
05/08/2022 22:53:43,"497","24,8","48","990"
05/08/2022 22:58:43,"488","24,8","48","990"
05/08/2022 23:03:43,"503","24,8","48","990"
05/08/2022 23:08:43,"483","24,8","48","990"
05/08/2022 23:13:43,"474","24,8","48","990"
05/08/2022 23:18:43,"477","24,8","48","990"
05/08/2022 23:23:43,"484","24,8","48","990"
05/08/2022 23:28:43,"497","24,8","48","990"
05/08/2022 23:33:43,"488","24,8","48","990"
05/08/2022 23:38:43,"481","24,8","48","990"
05/08/2022 23:43:43,"500","24,8","48","990"
05/08/2022 23:48:43,"486","24,7","48","990"
05/08/2022 23:53:43,"486","24,8","48","990"
05/08/2022 23:58:43,"474","24,8","48","990"
06/08/2022 0:03:43,"493","24,8","48","990"
06/08/2022 0:08:43,"488","24,8","48","990"
06/08/2022 0:13:43,"481","24,8","48","991"
06/08/2022 0:18:43,"492","24,8","48","991"
06/08/2022 0:23:43,"479","24,8","48","991"
06/08/2022 0:28:43,"486","24,7","48","991"
06/08/2022 0:33:43,"482","24,8","48","991"
06/08/2022 0:38:43,"476","24,7","48","991"
06/08/2022 0:43:43,"475","24,7","48","991"
06/08/2022 0:48:43,"491","24,7","48","991"
06/08/2022 0:53:43,"483","24,7","48","991"
06/08/2022 0:58:43,"494","24,8","48","991"
06/08/2022 1:03:43,"481","24,7","48","991"
06/08/2022 1:08:43,"491","24,7","48","991"
06/08/2022 1:13:43,"476","24,7","48","991"
06/08/2022 1:18:43,"477","24,7","48","991"
06/08/2022 1:23:43,"501","24,7","48","991"
06/08/2022 1:28:43,"501","24,7","48","991"
06/08/2022 1:33:43,"477","24,7","48","991"
06/08/2022 1:38:43,"477","24,7","48","991"
06/08/2022 1:43:43,"473","24,7","48","991"
06/08/2022 1:48:43,"485","24,7","48","991"
06/08/2022 1:53:43,"485","24,7","48","991"
06/08/2022 1:58:43,"473","24,7","48","991"
06/08/2022 2:03:43,"486","24,7","48","991"
06/08/2022 2:08:43,"493","24,7","48","991"
06/08/2022 2:13:43,"480","24,7","48","991"
06/08/2022 2:18:43,"489","24,7","48","991"
06/08/2022 2:23:43,"474","24,7","48","991"
06/08/2022 2:28:43,"471","24,7","48","991"
06/08/2022 2:33:43,"474","24,7","48","991"
06/08/2022 2:38:43,"479","24,7","48","991"
06/08/2022 2:43:43,"461","24,7","48","991"
06/08/2022 2:48:43,"490","24,7","48","991"
06/08/2022 2:53:43,"495","24,7","48","992"
06/08/2022 2:58:43,"480","24,7","48","992"
06/08/2022 3:03:43,"476","24,6","48","992"
06/08/2022 3:08:43,"499","24,6","48","992"
06/08/2022 3:13:43,"475","24,6","48","992"
06/08/2022 3:18:43,"471","24,7","48","992"
06/08/2022 3:23:43,"473","24,6","48","992"
06/08/2022 3:28:43,"474","24,6","48","992"
06/08/2022 3:33:43,"473","24,6","48","992"
06/08/2022 3:38:43,"486","24,6","48","992"
06/08/2022 3:43:43,"486","24,6","48","992"
06/08/2022 3:48:43,"490","24,6","48","992"
06/08/2022 3:53:43,"474","24,6","48","992"
06/08/2022 3:58:43,"471","24,6","48","992"
06/08/2022 4:03:43,"467","24,6","48","992"
06/08/2022 4:08:43,"480","24,6","48","992"
06/08/2022 4:13:43,"472","24,6","48","992"
06/08/2022 4:18:43,"484","24,6","48","992"
06/08/2022 4:23:43,"476","24,5","48","992"
06/08/2022 4:28:43,"474","24,5","48","992"
06/08/2022 4:33:43,"486","24,5","48","992"
06/08/2022 4:38:43,"481","24,5","48","992"
06/08/2022 4:43:43,"472","24,5","48","992"
06/08/2022 4:48:43,"485","24,5","48","992"
06/08/2022 4:53:43,"485","24,5","48","992"
06/08/2022 4:58:43,"483","24,5","48","992"
06/08/2022 5:03:43,"478","24,5","48","992"
06/08/2022 5:08:43,"479","24,5","48","992"
06/08/2022 5:13:43,"469","24,5","48","992"
06/08/2022 5:18:43,"494","24,5","48","992"
06/08/2022 5:23:43,"480","24,5","48","992"
06/08/2022 5:28:43,"480","24,5","48","992"
06/08/2022 5:33:43,"484","24,5","48","992"
06/08/2022 5:38:43,"476","24,5","48","992"
06/08/2022 5:43:43,"465","24,5","48","992"
06/08/2022 5:48:43,"483","24,4","48","992"
06/08/2022 5:53:43,"467","24,5","48","992"
06/08/2022 5:58:43,"477","24,4","48","992"
06/08/2022 6:03:43,"475","24,5","48","992"
06/08/2022 6:08:43,"475","24,4","48","992"
06/08/2022 6:13:43,"473","24,4","48","992"
06/08/2022 6:18:43,"472","24,4","48","992"
06/08/2022 6:23:43,"473","24,4","48","992"
06/08/2022 6:28:43,"471","24,4","47","992"
06/08/2022 6:33:43,"481","24,4","47","993"
06/08/2022 6:38:43,"472","24,4","47","993"
06/08/2022 6:43:43,"477","24,4","47","993"
06/08/2022 6:48:43,"494","24,4","47","993"
06/08/2022 6:53:43,"481","24,4","47","993"
06/08/2022 6:58:43,"461","24,4","47","993"
06/08/2022 7:03:43,"467","24,3","47","993"
06/08/2022 7:08:43,"465","24,3","47","993"
06/08/2022 7:13:43,"478","24,3","47","993"
06/08/2022 7:18:43,"487","24,3","47","993"
06/08/2022 7:23:43,"476","24,3","47","993"
06/08/2022 7:28:43,"475","24,3","47","993"
06/08/2022 7:33:43,"468","24,3","47","993"
06/08/2022 7:38:43,"485","24,3","47","993"
06/08/2022 7:43:43,"472","24,3","47","993"
06/08/2022 7:48:43,"479","24,2","47","993"
06/08/2022 7:53:43,"476","24,2","47","993"
06/08/2022 7:58:43,"485","24,3","47","993"
06/08/2022 8:03:43,"473","24,3","47","993"
06/08/2022 8:08:43,"487","24,2","47","993"
06/08/2022 8:13:43,"470","24,2","47","993"
06/08/2022 8:18:43,"480","24,2","47","993"
06/08/2022 8:23:43,"478","24,2","47","993"
06/08/2022 8:28:43,"491","24,2","47","993"
06/08/2022 8:33:43,"465","24,2","47","993"
06/08/2022 8:38:43,"468","24,2","47","993"
06/08/2022 8:43:43,"482","24,2","47","993"
06/08/2022 8:48:43,"482","24,2","47","993"
06/08/2022 8:53:43,"490","24,1","47","993"
06/08/2022 8:58:43,"484","24,1","47","993"
06/08/2022 9:03:43,"470","23,9","47","993"
06/08/2022 9:08:43,"470","23,9","47","993"
06/08/2022 9:13:43,"478","23,7","47","993"
06/08/2022 9:18:43,"461","23,6","47","993"
06/08/2022 9:23:43,"477","23,6","47","994"
06/08/2022 9:28:43,"464","23,5","47","994"
06/08/2022 9:33:43,"471","23,4","47","994"
06/08/2022 9:38:43,"461","23,4","47","994"
06/08/2022 9:43:43,"454","23,3","47","994"
06/08/2022 9:48:43,"464","23,3","47","994"
06/08/2022 9:53:43,"463","23,2","47","993"
06/08/2022 9:58:43,"477","23,2","47","994"
06/08/2022 10:03:43,"469","23,2","47","994"
06/08/2022 10:08:43,"469","23,1","47","994"
06/08/2022 10:13:43,"465","23,1","47","993"
06/08/2022 10:18:43,"462","23,1","47","993"
06/08/2022 10:23:43,"474","23,1","47","993"
06/08/2022 10:28:43,"472","23,1","47","993"
06/08/2022 10:33:43,"470","23,1","47","993"
06/08/2022 10:38:43,"468","23,1","47","993"
06/08/2022 10:43:43,"471","23,0","47","993"
06/08/2022 10:48:43,"463","23,0","47","993"
06/08/2022 10:53:43,"467","23,0","47","993"
06/08/2022 10:58:43,"468","23,1","47","993"
06/08/2022 11:03:43,"462","23,1","47","993"
06/08/2022 11:08:43,"466","23,1","47","993"
06/08/2022 11:13:43,"466","23,1","47","993"
06/08/2022 11:18:43,"461","23,1","47","993"
06/08/2022 11:23:43,"477","23,1","47","993"
06/08/2022 11:28:43,"463","23,1","47","993"
06/08/2022 11:33:43,"470","23,1","47","993"
06/08/2022 11:38:43,"455","23,2","47","993"
06/08/2022 11:43:43,"480","23,2","47","993"
06/08/2022 11:48:43,"466","23,2","47","993"
06/08/2022 11:53:43,"463","23,3","47","993"
06/08/2022 11:58:43,"468","23,3","47","993"
06/08/2022 12:03:43,"472","23,3","47","993"
06/08/2022 12:08:43,"461","23,4","47","993"
06/08/2022 12:13:43,"465","23,4","47","993"
06/08/2022 12:18:43,"462","23,4","47","993"
06/08/2022 12:23:43,"470","23,5","47","993"
06/08/2022 12:28:43,"466","23,5","47","993"
06/08/2022 12:33:43,"456","23,5","47","993"
06/08/2022 12:38:43,"461","23,6","47","993"
06/08/2022 12:43:43,"466","23,6","47","993"
06/08/2022 12:48:43,"452","23,6","47","993"
06/08/2022 12:53:43,"454","23,6","47","993"
06/08/2022 12:58:43,"454","23,7","47","993"
06/08/2022 13:03:43,"461","23,7","47","993"
06/08/2022 13:08:43,"458","23,7","47","993"
06/08/2022 13:13:43,"457","23,7","47","993"
06/08/2022 13:18:43,"457","23,7","47","993"
06/08/2022 13:23:43,"455","23,8","47","993"
06/08/2022 13:28:43,"464","23,8","47","993"
06/08/2022 13:33:43,"466","23,8","47","993"
06/08/2022 13:38:43,"468","23,8","47","993"
06/08/2022 13:43:43,"468","23,8","47","993"
06/08/2022 13:48:43,"458","23,8","47","993"
06/08/2022 13:53:43,"460","23,9","47","993"
06/08/2022 13:58:43,"474","23,9","47","993"
06/08/2022 14:03:43,"449","23,9","47","993"
06/08/2022 14:08:43,"463","23,9","47","993"
06/08/2022 14:13:43,"468","24,0","47","993"
06/08/2022 14:18:43,"460","23,9","47","993"
06/08/2022 14:23:43,"470","23,9","47","992"
06/08/2022 14:28:43,"493","24,0","47","992"
06/08/2022 14:33:43,"478","24,0","47","992"
06/08/2022 14:38:43,"468","24,0","47","992"
06/08/2022 14:43:43,"482","24,0","47","992"
06/08/2022 14:48:43,"472","24,0","47","992"
06/08/2022 14:53:43,"468","24,0","47","992"
06/08/2022 14:58:43,"470","24,0","47","992"
06/08/2022 15:03:43,"485","24,0","47","992"
06/08/2022 15:08:43,"469","24,0","47","992"
06/08/2022 15:13:43,"469","24,0","47","992"
06/08/2022 15:18:43,"479","24,0","47","992"
06/08/2022 15:23:43,"468","24,0","47","992"
06/08/2022 15:28:43,"469","24,0","47","992"
06/08/2022 15:33:43,"477","24,0","47","992"
06/08/2022 15:38:43,"486","24,1","47","992"
06/08/2022 15:43:43,"491","24,1","47","992"
06/08/2022 15:48:43,"491","24,1","47","992"
06/08/2022 15:53:43,"494","24,1","47","992"
06/08/2022 15:58:43,"502","24,1","47","992"
06/08/2022 16:03:43,"495","24,1","47","992"
06/08/2022 16:08:43,"502","24,1","47","992"
06/08/2022 16:13:43,"529","24,2","47","992"
06/08/2022 16:18:43,"524","24,2","47","992"
06/08/2022 16:23:43,"553","24,2","47","992"
06/08/2022 16:28:43,"535","24,2","47","992"
06/08/2022 16:33:43,"561","24,3","47","992"
06/08/2022 16:38:43,"564","24,3","47","992"
06/08/2022 16:43:43,"564","24,4","47","992"
06/08/2022 16:48:43,"566","24,4","47","992"
06/08/2022 16:53:43,"546","24,4","47","992"
06/08/2022 16:58:43,"555","24,4","47","992"
06/08/2022 17:03:43,"554","24,5","47","992"
06/08/2022 17:08:43,"559","24,5","47","991"
06/08/2022 17:13:43,"544","24,4","47","991"
06/08/2022 17:18:43,"548","24,4","47","991"
06/08/2022 17:23:43,"539","24,4","47","991"
06/08/2022 17:28:43,"532","24,4","47","991"
06/08/2022 17:33:43,"533","24,3","47","991"
06/08/2022 17:38:43,"534","24,4","47","991"
06/08/2022 17:43:43,"538","24,4","46","991"
06/08/2022 17:48:43,"520","24,4","47","991"
06/08/2022 17:53:43,"539","24,3","47","991"
